customer_id,segment,n_transactions,total_revenue_gbp,avg_order_value_gbp,actual_return_rate,predicted_return_prob,first_order,last_order,stated_order_frequency_12m,active_years,annual_orders,annual_gross_margin_gbp,expected_return_cost_gbp,intervention_spend_gbp,annual_contribution_gbp,clv_gbp,risk_segment,annual_gross_margin_gbp_policy,expected_return_cost_gbp_policy,intervention_spend_gbp_policy,annual_contribution_gbp_policy,clv_gbp_policy,clv_uplift_gbp
9884,Wholesale,17,2422.1,142.4765,0.0588,0.0613,2024-01-29,2025-10-09,49,1.9192,8.8577,378.6043,29.5204,0.0,349.0839,681.2512,Low_Risk,378.6043,29.5204,0.0,349.0839,681.2512,0.0
9885,First_Time,10,1062.74,106.274,0.1,0.3588,2024-01-17,2025-11-13,1,1.9521,5.1227,163.3236,76.6405,0.0,86.6831,169.1656,Medium_Risk,163.3236,76.6405,0.0,86.6831,169.1656,0.0
9886,Repeat,17,3042.7,178.9824,0.4706,0.2912,2024-02-11,2025-12-26,18,1.8836,9.0251,484.5986,176.4488,0.0,308.1498,601.3668,Medium_Risk,484.5986,176.4488,0.0,308.1498,601.3668,0.0
9887,Repeat,13,1871.33,143.9485,0.4615,0.3049,2024-01-12,2025-12-09,17,1.9658,6.6132,285.5863,110.673,0.0,174.9133,341.3504,Medium_Risk,285.5863,110.673,0.0,174.9133,341.3504,0.0
9888,Repeat,12,1244.62,103.7183,0.25,0.2313,2024-04-15,2025-12-19,19,1.7084,7.024,218.5565,66.2862,0.0,152.2703,297.1616,Low_Risk,218.5565,66.2862,0.0,152.2703,297.1616,0.0
9889,First_Time,7,987.85,141.1214,0.0,0.3446,2024-08-23,2025-12-29,1,1.3525,5.1756,219.1167,96.1311,0.0,122.9856,240.0114,Medium_Risk,219.1167,96.1311,0.0,122.9856,240.0114,0.0
9890,First_Time,9,791.07,87.8967,0.3333,0.4232,2024-04-29,2025-08-04,1,1.6701,5.3889,142.1008,80.4232,0.0,61.6776,120.3664,High_Risk,142.1008,60.3174,25.5974,56.186,109.6492,-10.7172
9891,Repeat,5,585.71,117.142,0.4,0.2842,2024-03-28,2025-10-20,15,1.7577,2.8446,99.9676,36.781,0.0,63.1865,123.311,Medium_Risk,99.9676,36.781,0.0,63.1865,123.311,0.0
9892,First_Time,10,981.28,98.128,0.4,0.4186,2024-05-11,2025-12-05,1,1.6372,6.1079,179.8056,99.3232,0.0,80.4824,157.0647,High_Risk,179.8056,74.4924,29.0123,76.3009,148.9043,-8.1604
9893,Repeat,6,940.25,156.7083,0.0,0.295,2024-08-01,2025-12-14,17,1.4127,4.2471,199.6665,74.3601,0.0,125.3063,244.5404,Medium_Risk,199.6665,74.3601,0.0,125.3063,244.5404,0.0
9894,Repeat,8,1023.54,127.9425,0.125,0.2284,2024-01-09,2025-09-04,18,1.974,4.0527,155.5539,45.6161,0.0,109.9378,214.5481,Low_Risk,155.5539,45.6161,0.0,109.9378,214.5481,0.0
9895,Repeat,10,1011.59,101.159,0.3,0.2122,2024-02-11,2025-12-27,19,1.8836,5.3089,161.1119,44.951,0.0,116.1609,226.6927,Low_Risk,161.1119,44.951,0.0,116.1609,226.6927,0.0
9896,First_Time,12,2069.96,172.4967,0.5833,0.2817,2024-03-22,2025-12-27,1,1.7741,6.7639,350.0245,123.5969,0.0,226.4276,441.8825,Medium_Risk,350.0245,123.5969,0.0,226.4276,441.8825,0.0
9897,Repeat,9,751.44,83.4933,0.2222,0.3271,2024-03-30,2025-10-08,19,1.7522,5.1363,128.6547,56.6511,0.0,72.0036,140.5179,Medium_Risk,128.6547,56.6511,0.0,72.0036,140.5179,0.0
9898,Repeat,10,804.27,80.427,0.3,0.2551,2024-01-28,2025-12-22,19,1.922,5.203,125.5383,43.333,0.0,82.2053,160.4269,Medium_Risk,125.5383,43.333,0.0,82.2053,160.4269,0.0
9899,Repeat,8,874.82,109.3525,0.375,0.2942,2024-01-03,2025-10-06,17,1.9904,4.0193,131.8547,50.5805,0.0,81.2743,158.61,Medium_Risk,131.8547,50.5805,0.0,81.2743,158.61,0.0
9900,First_Time,9,781.57,86.8411,0.5556,0.3201,2024-02-15,2025-12-07,1,1.8727,4.8059,125.2055,53.6778,0.0,71.5277,139.5891,Medium_Risk,125.2055,53.6778,0.0,71.5277,139.5891,0.0
9901,First_Time,19,2195.33,115.5437,0.3684,0.3795,2024-01-11,2025-12-14,1,1.9685,9.6519,334.5665,164.631,0.0,169.9355,331.636,Medium_Risk,334.5665,164.631,0.0,169.9355,331.636,0.0
9902,First_Time,10,1588.31,158.831,0.4,0.3475,2024-03-25,2025-11-11,1,1.7659,5.6628,269.828,118.2497,0.0,151.5783,295.8112,Medium_Risk,269.828,118.2497,0.0,151.5783,295.8112,0.0
9903,First_Time,16,1744.52,109.0325,0.4375,0.3947,2024-01-27,2025-12-14,1,1.9247,8.3129,271.9143,139.9608,0.0,131.9535,257.5126,Medium_Risk,271.9143,139.9608,0.0,131.9535,257.5126,0.0
9904,Repeat,9,914.22,101.58,0.5556,0.3442,2024-01-28,2025-09-18,18,1.922,4.6827,142.7004,64.5543,0.0,78.146,152.5051,Medium_Risk,142.7004,64.5543,0.0,78.146,152.5051,0.0
9905,Wholesale,6,596.02,99.3367,0.0,0.0771,2024-04-18,2025-08-15,46,1.7002,3.529,105.1673,10.6885,0.0,94.4788,184.3792,Low_Risk,105.1673,10.6885,0.0,94.4788,184.3792,0.0
9906,First_Time,7,846.75,120.9643,0.4286,0.4015,2024-04-29,2025-12-28,1,1.6701,4.1914,152.1027,78.8289,0.0,73.2738,142.9967,High_Risk,152.1027,59.1217,19.9091,73.0719,142.6027,-0.394
9907,Repeat,6,1012.92,168.82,0.5,0.3033,2024-11-28,2025-06-20,19,1.0869,5.5202,279.5736,106.4752,0.0,173.0984,337.8084,Medium_Risk,279.5736,106.4752,0.0,173.0984,337.8084,0.0
9908,First_Time,9,1374.76,152.7511,0.2222,0.4652,2024-05-22,2025-11-16,1,1.6071,5.6001,256.6258,151.0084,0.0,105.6174,206.1166,High_Risk,256.6258,113.2563,26.6004,116.7691,227.8796,21.763
9909,First_Time,16,2168.5,135.5312,0.4375,0.4091,2024-02-27,2025-11-27,1,1.8398,8.6964,353.5914,184.7935,0.0,168.7979,329.4159,High_Risk,353.5914,138.5951,41.308,173.6882,338.9595,9.5437
9910,First_Time,6,849.88,141.6467,0.1667,0.3571,2024-06-21,2025-05-12,1,1.525,3.9345,167.1914,75.9674,0.0,91.224,178.0272,Medium_Risk,167.1914,75.9674,0.0,91.224,178.0272,0.0
9911,First_Time,15,2209.01,147.2673,0.4667,0.4055,2024-02-11,2025-12-30,1,1.8836,7.9633,351.8202,180.9521,0.0,170.8681,333.4559,High_Risk,351.8202,135.7141,37.8257,178.2804,347.9214,14.4655
9912,Wholesale,13,1683.87,129.5285,0.2308,0.065,2024-09-19,2025-12-23,46,1.2786,10.1676,395.0965,32.936,0.0,362.1605,706.7708,Low_Risk,395.0965,32.936,0.0,362.1605,706.7708,0.0
9913,First_Time,7,1347.01,192.43,0.5714,0.4885,2024-01-08,2025-06-09,1,1.9767,3.5412,204.4302,124.2956,0.0,80.1347,156.386,High_Risk,204.4302,93.2217,16.8207,94.3878,184.2016,27.8156
9914,Repeat,10,1026.9,102.69,0.4,0.2478,2024-01-06,2025-10-13,19,1.9822,5.0449,155.4179,50.564,0.0,104.8539,204.6267,Low_Risk,155.4179,50.564,0.0,104.8539,204.6267,0.0
9915,Repeat,6,718.34,119.7233,0.5,0.2797,2024-03-01,2025-05-28,14,1.8316,3.2758,117.6564,42.5217,0.0,75.1346,146.6282,Medium_Risk,117.6564,42.5217,0.0,75.1346,146.6282,0.0
9916,Wholesale,9,1454.55,161.6167,0.1111,0.0727,2024-02-18,2025-09-04,44,1.8645,4.8271,234.0416,21.425,0.0,212.6166,414.9299,Low_Risk,234.0416,21.425,0.0,212.6166,414.9299,0.0
9917,First_Time,6,733.1,122.1833,0.3333,0.3247,2024-06-02,2025-12-09,1,1.577,3.8047,139.4608,58.3826,0.0,81.0782,158.2275,Medium_Risk,139.4608,58.3826,0.0,81.0782,158.2275,0.0
9918,First_Time,8,688.8,86.1,0.375,0.4114,2024-03-18,2025-11-20,1,1.7851,4.4816,115.7596,63.8533,0.0,51.9063,101.2973,High_Risk,115.7596,47.89,21.2876,46.5821,90.9068,-10.3905
9919,First_Time,12,1887.04,157.2533,0.5,0.4303,2024-01-21,2025-06-22,1,1.9411,6.1819,291.6395,158.3619,0.0,133.2776,260.0966,High_Risk,291.6395,118.7714,29.3642,143.5038,280.0535,19.9569
9920,Repeat,11,751.63,68.33,0.1818,0.2408,2024-03-25,2025-10-04,18,1.7659,6.2291,127.6897,42.6252,0.0,85.0645,166.0069,Low_Risk,127.6897,42.6252,0.0,85.0645,166.0069,0.0
9921,First_Time,10,839.04,83.904,0.8,0.3849,2024-02-20,2025-06-19,1,1.859,5.3792,135.4018,70.122,0.0,65.2798,127.3961,Medium_Risk,135.4018,70.122,0.0,65.2798,127.3961,0.0
9922,Repeat,13,1699.41,130.7238,0.1538,0.2697,2024-02-02,2025-11-01,17,1.9083,6.8124,267.1633,92.3199,0.0,174.8434,341.2139,Medium_Risk,267.1633,92.3199,0.0,174.8434,341.2139,0.0
9923,Repeat,18,2119.62,117.7567,0.2222,0.2737,2024-02-09,2025-11-06,19,1.8891,9.5283,336.6049,119.2208,0.0,217.384,424.2337,Medium_Risk,336.6049,119.2208,0.0,217.384,424.2337,0.0
9924,Repeat,8,749.9,93.7375,0.25,0.3131,2024-04-16,2025-05-27,18,1.7057,4.6902,131.8945,54.7791,0.0,77.1154,150.4938,Medium_Risk,131.8945,54.7791,0.0,77.1154,150.4938,0.0
9925,Repeat,12,1635.38,136.2817,0.3333,0.2381,2024-06-26,2025-10-28,19,1.5113,7.9402,324.6318,98.6681,0.0,225.9637,440.9772,Low_Risk,324.6318,98.6681,0.0,225.9637,440.9772,0.0
9926,First_Time,12,1002.5,83.5417,0.25,0.3048,2024-01-09,2025-12-01,1,1.974,6.0791,152.3564,62.5137,0.0,89.8427,175.3316,Medium_Risk,152.3564,62.5137,0.0,89.8427,175.3316,0.0
9927,Repeat,8,1075.43,134.4287,0.375,0.2437,2024-04-04,2025-10-10,16,1.7385,4.6016,185.5752,57.8139,0.0,127.7613,249.3313,Low_Risk,185.5752,57.8139,0.0,127.7613,249.3313,0.0
9928,Wholesale,11,1318.86,119.8964,0.2727,0.088,2024-07-31,2025-12-05,49,1.4155,7.7713,279.5243,31.7869,0.0,247.7374,483.4695,Low_Risk,279.5243,31.7869,0.0,247.7374,483.4695,0.0
9929,Repeat,9,820.78,91.1978,0.2222,0.2156,2024-06-14,2025-11-03,16,1.5441,5.8285,159.4627,45.7629,0.0,113.6998,221.8897,Low_Risk,159.4627,45.7629,0.0,113.6998,221.8897,0.0
9930,Repeat,6,443.34,73.89,0.1667,0.2845,2024-02-05,2025-12-25,16,1.9001,3.1578,69.9985,27.2806,0.0,42.7179,83.3658,Medium_Risk,69.9985,27.2806,0.0,42.7179,83.3658,0.0
9931,Repeat,10,959.41,95.941,0.2,0.2742,2024-01-29,2025-09-17,19,1.9192,5.2104,149.9677,54.394,0.0,95.5737,186.5158,Medium_Risk,149.9677,54.394,0.0,95.5737,186.5158,0.0
9932,First_Time,11,950.07,86.37,0.4545,0.4167,2024-02-23,2025-10-24,1,1.8508,5.9434,153.9999,86.0047,0.0,67.9952,132.6954,High_Risk,153.9999,64.5035,28.2312,61.2652,119.5614,-13.134
9933,First_Time,6,509.74,84.9567,0.3333,0.4098,2024-05-10,2025-12-15,1,1.64,3.6586,93.2467,51.3243,0.0,41.9224,81.8132,High_Risk,93.2467,38.4932,17.3783,37.3751,72.939,-8.8742
9934,First_Time,7,786.93,112.4186,0.5714,0.3878,2024-03-13,2025-05-24,1,1.7988,3.8916,131.2448,66.1649,0.0,65.0799,127.0061,Medium_Risk,131.2448,66.1649,0.0,65.0799,127.0061,0.0
9935,First_Time,8,1146.88,143.36,0.375,0.403,2024-10-27,2025-10-11,1,1.1745,6.8112,292.9356,150.0664,0.0,142.8692,278.815,High_Risk,292.9356,112.5498,32.3531,148.0326,288.8917,10.0767
9936,First_Time,7,1029.46,147.0657,0.5714,0.3224,2024-08-06,2025-04-23,1,1.399,5.0034,220.7497,90.3022,0.0,130.4475,254.5736,Medium_Risk,220.7497,90.3022,0.0,130.4475,254.5736,0.0
9937,Repeat,3,202.98,67.66,0.0,0.2433,2024-10-01,2025-10-18,16,1.2457,2.4082,48.8825,16.5153,0.0,32.3672,63.1658,Low_Risk,48.8825,16.5153,0.0,32.3672,63.1658,0.0
9938,Repeat,8,639.37,79.9212,0.25,0.2151,2024-03-07,2025-09-27,19,1.8152,4.4072,105.6696,30.7824,0.0,74.8872,146.1454,Low_Risk,105.6696,30.7824,0.0,74.8872,146.1454,0.0
9939,Repeat,7,1526.14,218.02,0.5714,0.3082,2024-02-01,2025-12-21,19,1.911,3.663,239.5799,91.239,0.0,148.3409,289.4932,Medium_Risk,239.5799,91.239,0.0,148.3409,289.4932,0.0
9940,Repeat,12,1816.88,151.4067,0.4167,0.3,2024-01-30,2025-12-13,19,1.9165,6.2614,284.4066,108.0047,0.0,176.4019,344.2554,Medium_Risk,284.4066,108.0047,0.0,176.4019,344.2554,0.0
9941,Wholesale,12,1421.34,118.445,0.1667,0.0622,2024-02-02,2025-12-23,49,1.9083,6.2884,223.4481,17.9767,0.0,205.4714,400.9857,Low_Risk,223.4481,17.9767,0.0,205.4714,400.9857,0.0
9942,First_Time,12,1624.75,135.3958,0.3333,0.3686,2024-04-06,2025-10-20,1,1.7331,6.9242,281.2512,132.4465,0.0,148.8046,290.3983,Medium_Risk,281.2512,132.4465,0.0,148.8046,290.3983,0.0
9943,First_Time,9,1156.8,128.5333,0.3333,0.3414,2024-01-28,2025-08-15,1,1.922,4.6827,180.5646,79.1179,0.0,101.4468,197.9774,Medium_Risk,180.5646,79.1179,0.0,101.4468,197.9774,0.0
9944,Repeat,10,1346.48,134.648,0.2,0.307,2024-03-18,2025-10-27,17,1.7851,5.602,226.2892,88.7824,0.0,137.5068,268.3501,Medium_Risk,226.2892,88.7824,0.0,137.5068,268.3501,0.0
9945,First_Time,6,708.23,118.0383,0.6667,0.4107,2024-02-09,2025-08-06,1,1.8891,3.1761,112.47,59.7594,0.0,52.7106,102.8669,High_Risk,112.47,44.8195,15.0864,52.5641,102.5809,-0.286
9946,First_Time,10,1402.27,140.227,0.5,0.3574,2024-01-12,2025-10-16,1,1.9658,5.087,214.0024,97.4136,0.0,116.5888,227.5278,Medium_Risk,214.0024,97.4136,0.0,116.5888,227.5278,0.0
9947,First_Time,8,1313.66,164.2075,0.5,0.3947,2024-02-02,2025-11-21,1,1.9083,4.1923,206.5198,102.5569,0.0,103.9629,202.8878,Medium_Risk,206.5198,102.5569,0.0,103.9629,202.8878,0.0
9948,First_Time,13,1485.03,114.2331,0.4615,0.4278,2024-04-26,2025-11-17,1,1.6783,7.7459,265.4521,147.4063,0.0,118.0459,230.3712,High_Risk,265.4521,110.5547,36.7931,118.1043,230.4853,0.1141
9949,Repeat,13,1135.25,87.3269,0.3846,0.2539,2024-01-07,2025-12-04,19,1.9795,6.5674,172.054,58.4775,0.0,113.5764,221.649,Medium_Risk,172.054,58.4775,0.0,113.5764,221.649,0.0
9950,Repeat,10,1150.05,115.005,0.4,0.245,2024-01-01,2025-12-22,17,1.9959,5.0103,172.8625,54.9398,0.0,117.9226,230.1307,Low_Risk,172.8625,54.9398,0.0,117.9226,230.1307,0.0
9951,Repeat,11,1130.21,102.7464,0.1818,0.2656,2024-01-06,2025-09-26,19,1.9822,5.5494,171.0535,59.6475,0.0,111.406,217.4133,Medium_Risk,171.0535,59.6475,0.0,111.406,217.4133,0.0
9952,Repeat,8,1333.03,166.6288,0.375,0.3176,2024-06-14,2025-12-30,19,1.5441,5.1809,258.9836,103.3505,0.0,155.6331,303.7242,Medium_Risk,258.9836,103.3505,0.0,155.6331,303.7242,0.0
9953,First_Time,9,707.96,78.6622,0.3333,0.326,2024-01-08,2025-12-26,1,1.9767,4.553,107.4442,47.5438,0.0,59.9004,116.8981,Medium_Risk,107.4442,47.5438,0.0,59.9004,116.8981,0.0
9954,First_Time,10,1057.55,105.755,0.5,0.3562,2024-03-10,2025-12-02,1,1.807,5.5341,175.5773,81.8313,0.0,93.746,182.9491,Medium_Risk,175.5773,81.8313,0.0,93.746,182.9491,0.0
9955,First_Time,6,856.78,142.7967,0.3333,0.4546,2024-01-28,2025-12-02,1,1.922,3.1218,133.7346,77.3206,0.0,56.414,110.0942,High_Risk,133.7346,57.9904,14.8285,60.9156,118.8793,8.7851
9956,First_Time,8,1592.75,199.0938,0.25,0.3604,2024-03-21,2025-10-17,1,1.7769,4.5023,268.9146,120.3789,0.0,148.5357,289.8735,Medium_Risk,268.9146,120.3789,0.0,148.5357,289.8735,0.0
9957,Repeat,13,1296.4,99.7231,0.0769,0.2641,2024-01-27,2025-10-25,19,1.9247,6.7543,202.0669,70.2771,0.0,131.7898,257.193,Medium_Risk,202.0669,70.2771,0.0,131.7898,257.193,0.0
9958,Repeat,7,689.52,98.5029,0.2857,0.2782,2024-03-16,2025-12-27,15,1.7906,3.9094,115.5262,42.3894,0.0,73.1369,142.7295,Medium_Risk,115.5262,42.3894,0.0,73.1369,142.7295,0.0
9959,Repeat,9,1053.16,117.0178,0.1111,0.2934,2024-03-01,2025-07-10,18,1.8316,4.9137,172.4963,65.5354,0.0,106.9609,208.7384,Medium_Risk,172.4963,65.5354,0.0,106.9609,208.7384,0.0
9960,First_Time,10,1118.66,111.866,0.3,0.3583,2024-01-10,2025-10-24,1,1.9713,5.0729,170.2461,79.3541,0.0,90.892,177.3794,Medium_Risk,170.2461,79.3541,0.0,90.892,177.3794,0.0
9961,Repeat,14,1615.58,115.3986,0.2143,0.269,2024-03-14,2025-12-12,17,1.796,7.795,269.8585,94.1387,0.0,175.7198,342.9242,Medium_Risk,269.8585,94.1387,0.0,175.7198,342.9242,0.0
9962,Repeat,8,817.18,102.1475,0.125,0.204,2024-03-14,2025-11-24,19,1.796,4.4543,136.4977,36.5748,0.0,99.9229,195.0035,Low_Risk,136.4977,36.5748,0.0,99.9229,195.0035,0.0
9963,Repeat,7,981.39,140.1986,0.2857,0.2666,2024-03-12,2025-12-19,15,1.8015,3.8856,163.4283,55.503,0.0,107.9253,210.6205,Medium_Risk,163.4283,55.503,0.0,107.9253,210.6205,0.0
9964,Repeat,8,858.88,107.36,0.375,0.1624,2024-04-19,2025-11-21,19,1.6975,4.7129,151.7932,32.2056,0.0,119.5876,233.38,Low_Risk,151.7932,32.2056,0.0,119.5876,233.38,0.0
9965,Repeat,13,2176.57,167.4285,0.1538,0.316,2024-03-02,2025-12-23,18,1.8289,7.1082,357.0324,141.7157,0.0,215.3167,420.1991,Medium_Risk,357.0324,141.7157,0.0,215.3167,420.1991,0.0
9966,Repeat,11,731.97,66.5427,0.1818,0.3012,2024-03-10,2025-11-02,18,1.807,6.0875,121.5237,50.9572,0.0,70.5665,137.7133,Medium_Risk,121.5237,50.9572,0.0,70.5665,137.7133,0.0
9967,Repeat,12,1375.39,114.6158,0.25,0.2983,2024-01-23,2025-12-10,19,1.9357,6.1994,213.166,82.5169,0.0,130.6491,254.967,Medium_Risk,213.166,82.5169,0.0,130.6491,254.967,0.0
9968,First_Time,10,1528.64,152.864,0.4,0.3197,2024-04-18,2025-12-11,1,1.7002,5.8816,269.7274,109.0772,0.0,160.6503,313.5154,Medium_Risk,269.7274,109.0772,0.0,160.6503,313.5154,0.0
9969,Repeat,9,829.48,92.1644,0.1111,0.2744,2024-07-20,2025-12-13,17,1.4456,6.2259,172.1407,62.7946,0.0,109.346,213.3932,Medium_Risk,172.1407,62.7946,0.0,109.346,213.3932,0.0
9970,First_Time,10,1244.62,124.462,0.1,0.316,2024-02-25,2025-06-23,1,1.8453,5.4191,202.3431,82.3152,0.0,120.0279,234.2392,Medium_Risk,202.3431,82.3152,0.0,120.0279,234.2392,0.0
9971,First_Time,15,2150.99,143.3993,0.6667,0.3769,2024-04-07,2025-12-17,1,1.7303,8.6689,372.9347,178.7037,0.0,194.231,379.0496,Medium_Risk,372.9347,178.7037,0.0,194.231,379.0496,0.0
9972,Wholesale,14,1566.73,111.9093,0.0714,0.0677,2024-02-21,2025-12-02,49,1.8563,7.542,253.2071,22.2999,0.0,230.9072,450.6247,Low_Risk,253.2071,22.2999,0.0,230.9072,450.6247,0.0
9973,Wholesale,15,1925.18,128.3453,0.0,0.0678,2024-02-03,2025-08-11,49,1.9055,7.8718,303.0914,26.3926,0.0,276.6987,539.9887,Low_Risk,303.0914,26.3926,0.0,276.6987,539.9887,0.0
9974,First_Time,8,993.58,124.1975,0.375,0.3896,2024-07-03,2025-10-13,1,1.4921,5.3615,199.7643,100.2046,0.0,99.5596,194.2946,Medium_Risk,199.7643,100.2046,0.0,99.5596,194.2946,0.0
9975,Repeat,6,1260.54,210.09,0.1667,0.2933,2024-01-05,2025-10-10,18,1.9849,3.0228,190.5154,69.1793,0.0,121.3361,236.7922,Medium_Risk,190.5154,69.1793,0.0,121.3361,236.7922,0.0
9976,First_Time,14,2666.03,190.4307,0.2143,0.4152,2024-05-24,2025-12-27,1,1.6016,8.741,499.3679,258.1982,0.0,241.1698,470.6525,High_Risk,499.3679,193.6486,41.5199,264.1994,515.5958,44.9433
9977,Repeat,14,1861.82,132.9871,0.3571,0.2684,2024-04-12,2025-11-24,19,1.7166,8.1555,325.3731,111.7303,0.0,213.6428,416.9326,Medium_Risk,325.3731,111.7303,0.0,213.6428,416.9326,0.0
9978,Repeat,7,644.52,92.0743,0.4286,0.2129,2024-03-20,2025-06-17,19,1.7796,3.9335,108.6512,30.7553,0.0,77.8959,152.0171,Low_Risk,108.6512,30.7553,0.0,77.8959,152.0171,0.0
9979,Wholesale,19,2423.03,127.5279,0.1579,0.068,2024-01-10,2025-12-24,49,1.9713,9.6385,368.7549,32.227,0.0,336.5279,656.7477,Low_Risk,368.7549,32.227,0.0,336.5279,656.7477,0.0
9980,Repeat,13,1230.84,94.68,0.3077,0.2475,2024-01-30,2025-12-08,18,1.9165,6.7832,192.6704,63.1849,0.0,129.4855,252.6962,Low_Risk,192.6704,63.1849,0.0,129.4855,252.6962,0.0
9981,First_Time,13,1181.1,90.8538,0.3846,0.4033,2024-02-11,2025-07-11,1,1.8836,6.9015,188.1091,101.0323,0.0,87.0767,169.9337,High_Risk,188.1091,75.7743,32.7822,79.5525,155.25,-14.6837
9982,Repeat,14,2767.35,197.6679,0.2857,0.2646,2024-01-23,2025-11-23,18,1.9357,7.2327,428.9001,141.0057,0.0,287.8944,561.8376,Medium_Risk,428.9001,141.0057,0.0,287.8944,561.8376,0.0
9983,First_Time,9,927.76,103.0844,0.4444,0.4041,2024-04-12,2025-11-11,1,1.7166,5.2428,162.136,85.9796,0.0,76.1564,148.6223,High_Risk,162.136,64.4847,24.9034,72.7479,141.9705,-6.6518
9984,Wholesale,4,499.64,124.91,0.0,0.1212,2024-04-02,2025-08-27,46,1.744,2.2936,85.9467,13.4011,0.0,72.5456,141.5756,Low_Risk,85.9467,13.4011,0.0,72.5456,141.5756,0.0
9985,Repeat,12,2056.62,171.385,0.3333,0.2757,2024-01-17,2025-10-28,18,1.9521,6.1473,316.0647,109.2836,0.0,206.7811,403.5416,Medium_Risk,316.0647,109.2836,0.0,206.7811,403.5416,0.0
9986,Repeat,8,771.41,96.4262,0.25,0.2359,2024-10-24,2025-12-12,18,1.1828,6.7639,195.6649,61.0285,0.0,134.6365,262.7485,Low_Risk,195.6649,61.0285,0.0,134.6365,262.7485,0.0
9987,First_Time,8,942.81,117.8512,0.5,0.4105,2024-02-07,2025-09-12,1,1.8946,4.2225,149.2896,79.2935,0.0,69.9961,136.6002,High_Risk,149.2896,59.4701,20.0571,69.7624,136.1441,-0.4561
9988,First_Time,11,989.74,89.9764,0.3636,0.3566,2024-03-19,2025-12-23,1,1.7823,6.1717,166.591,79.2217,0.0,87.3693,170.5047,Medium_Risk,166.591,79.2217,0.0,87.3693,170.5047,0.0
9989,First_Time,11,1163.69,105.79,0.3636,0.3991,2024-01-04,2025-12-28,1,1.9877,5.5341,175.6354,91.7124,0.0,83.923,163.7791,Medium_Risk,175.6354,91.7124,0.0,83.923,163.7791,0.0
9990,Repeat,11,1540.96,140.0873,0.4545,0.3006,2024-04-22,2025-12-10,19,1.6893,6.5118,273.664,104.7701,0.0,168.8939,329.6033,Medium_Risk,273.664,104.7701,0.0,168.8939,329.6033,0.0
9991,Repeat,9,1448.16,160.9067,0.3333,0.2622,2024-05-08,2025-12-03,15,1.6454,5.4696,264.0302,87.2173,0.0,176.8129,345.0575,Medium_Risk,264.0302,87.2173,0.0,176.8129,345.0575,0.0
9992,First_Time,9,1426.93,158.5478,0.3333,0.3233,2024-01-26,2025-11-15,1,1.9274,4.6694,222.0964,90.5592,0.0,131.5372,256.7001,Medium_Risk,222.0964,90.5592,0.0,131.5372,256.7001,0.0
9993,Repeat,13,1164.87,89.6054,0.2308,0.2606,2024-01-15,2025-10-11,19,1.9576,6.6409,178.5184,62.0561,0.0,116.4622,227.2807,Medium_Risk,178.5184,62.0561,0.0,116.4622,227.2807,0.0
9994,Repeat,12,1170.9,97.575,0.3333,0.2389,2024-01-19,2025-11-11,19,1.9466,6.1646,180.452,56.9153,0.0,123.5367,241.0868,Low_Risk,180.452,56.9153,0.0,123.5367,241.0868,0.0
9995,First_Time,10,1349.52,134.952,0.6,0.5053,2024-01-02,2025-12-04,1,1.9932,5.0172,203.1232,131.1407,0.0,71.9824,140.4766,High_Risk,203.1232,98.3555,23.8316,80.936,157.95,17.4734
9996,Repeat,8,803.16,100.395,0.375,0.2491,2024-01-03,2025-03-31,16,1.9904,4.0193,121.054,39.6895,0.0,81.3645,158.786,Low_Risk,121.054,39.6895,0.0,81.3645,158.786,0.0
9997,Repeat,9,670.56,74.5067,0.2222,0.2156,2024-04-28,2025-11-23,12,1.6728,5.3801,120.2563,35.4647,0.0,84.7916,165.4743,Low_Risk,120.2563,35.4647,0.0,84.7916,165.4743,0.0
9998,Wholesale,11,1255.95,114.1773,0.0,0.0706,2024-02-23,2025-12-27,48,1.8508,5.9434,203.5809,18.6673,0.0,184.9136,360.8663,Low_Risk,203.5809,18.6673,0.0,184.9136,360.8663,0.0
9999,First_Time,8,709.83,88.7288,0.125,0.4013,2024-04-22,2025-10-11,1,1.6893,4.7358,126.061,67.5771,0.0,58.4838,114.1336,High_Risk,126.061,50.6829,22.4951,52.883,103.2033,-10.9303
10000,First_Time,9,775.1,86.1222,0.2222,0.3432,2024-01-08,2025-11-16,1,1.9767,4.553,117.6338,54.1255,0.0,63.5083,123.939,Medium_Risk,117.6338,54.1255,0.0,63.5083,123.939,0.0
10001,First_Time,14,1673.4,119.5286,0.2143,0.3082,2024-01-29,2025-11-06,1,1.9192,7.2946,261.5732,104.1709,0.0,157.4023,307.1769,Medium_Risk,261.5732,104.1709,0.0,157.4023,307.1769,0.0
10002,First_Time,9,870.52,96.7244,0.5556,0.4366,2024-01-12,2025-12-12,1,1.9658,4.5783,132.8513,76.6722,0.0,56.1791,109.6358,High_Risk,132.8513,57.5041,21.7471,53.6,104.6026,-5.0332
10003,First_Time,6,720.42,120.07,0.3333,0.3918,2024-04-17,2025-12-25,1,1.7029,3.5233,126.9132,64.2294,0.0,62.6838,122.3299,Medium_Risk,126.9132,64.2294,0.0,62.6838,122.3299,0.0
10004,Repeat,6,1291.8,215.3,0.5,0.2492,2024-01-24,2025-09-08,13,1.9329,3.1041,200.4943,61.7832,0.0,138.7111,270.7003,Low_Risk,200.4943,61.7832,0.0,138.7111,270.7003,0.0
